symbol,week,closed,stopped,weeks_held,rule_pct,mfe_pct,mae_pct,hold12_pct,near_results
ANUP,2023-10-28/2023-11-03,True,False,12,19.19,25.63,-2.75,19.19,True
BRIGADE,2023-10-28/2023-11-03,True,False,12,42.54,48.44,-2.78,42.54,True
GODREJPROP,2023-10-28/2023-11-03,True,False,12,27.92,29.59,-3.54,27.92,True
GREENLAM,2023-10-28/2023-11-03,True,True,11,-7.99,9.75,-10.52,-9.46,True
LALPATHLAB,2023-10-28/2023-11-03,True,True,6,-2.77,6.43,-4.09,-7.67,True
ADORWELD,2023-11-04/2023-11-10,True,True,4,-6.01,5.89,-7.02,-0.29,False
ALPA,2023-11-04/2023-11-10,True,False,12,19.74,33.33,0.0,19.74,True
AUROPHARMA,2023-11-04/2023-11-10,True,False,12,9.18,20.47,-1.85,9.18,True
CSLFINANCE,2023-11-04/2023-11-10,True,False,12,29.31,31.15,-5.09,29.31,True
DVL,2023-11-04/2023-11-10,True,True,6,-3.29,15.4,-7.26,53.74,True
ICICIALPLV,2023-11-04/2023-11-10,False,False,6,8.82,10.94,-3.38,,False
INTENTECH,2023-11-04/2023-11-10,True,True,7,-3.87,21.99,-8.68,44.22,False
KPIGREEN,2023-11-04/2023-11-10,True,False,12,95.21,95.21,-3.66,95.21,False
NSIL,2023-11-04/2023-11-10,True,False,12,14.55,29.19,-3.05,14.55,True
QUESS,2023-11-04/2023-11-10,True,False,12,0.01,9.12,-4.32,0.01,True
SEAMECLTD,2023-11-04/2023-11-10,True,False,12,38.05,44.2,-1.9,38.05,True
VIJAYA,2023-11-04/2023-11-10,True,False,12,1.84,9.73,-8.82,1.84,True
ALBERTDAVD,2023-11-11/2023-11-17,True,False,12,52.15,76.3,-0.1,52.15,True
HITECHGEAR,2023-11-11/2023-11-17,True,True,12,-11.85,6.42,-12.86,-11.85,True
ICICIGI,2023-11-11/2023-11-17,True,True,7,-3.5,3.17,-5.01,13.29,False
IMFA,2023-11-11/2023-11-17,True,False,12,23.15,36.45,-6.42,23.15,False
5PAISA,2023-11-18/2023-11-24,True,True,2,-2.86,5.78,-4.12,11.37,False
BAJAJ-AUTO,2023-11-18/2023-11-24,True,False,12,39.45,41.64,-0.97,39.45,False
LATENTVIEW,2023-11-18/2023-11-24,True,True,4,-2.7,7.21,-8.09,9.12,False
NECLIFE,2023-11-18/2023-11-24,True,False,12,41.01,44.12,-10.62,41.01,False
UTTAMSUGAR,2023-11-18/2023-11-24,True,True,2,-21.48,6.71,-23.13,-29.32,False
ARVSMART,2023-11-25/2023-12-01,True,False,12,38.9,64.26,-4.76,38.9,False
ASTERDM,2023-11-25/2023-12-01,True,True,2,-4.13,2.02,-5.34,12.67,False
COLPAL,2023-11-25/2023-12-01,True,False,12,10.76,14.04,-1.58,10.76,False
DATAMATICS,2023-11-25/2023-12-01,True,True,7,-5.46,5.11,-12.25,-19.37,False
FSL,2023-11-25/2023-12-01,True,False,12,11.26,22.27,-5.05,11.26,False
GAIL,2023-11-25/2023-12-01,True,False,12,29.42,35.14,-2.99,29.42,False
GULFOILLUB,2023-11-25/2023-12-01,True,True,2,-6.19,0.87,-8.29,41.79,False
HINDCOPPER,2023-11-25/2023-12-01,True,False,12,46.34,70.71,-3.64,46.34,False
ORIENTHOT,2023-11-25/2023-12-01,True,False,12,17.64,20.5,-2.99,17.64,False
ABB,2023-12-02/2023-12-08,True,True,3,-2.16,3.75,-5.21,14.9,False
ACC,2023-12-02/2023-12-08,True,True,2,-1.96,5.7,-4.05,26.4,False
ADANIPORTS,2023-12-02/2023-12-08,True,False,12,28.76,31.38,-3.66,28.76,False
ADVENZYMES,2023-12-02/2023-12-08,True,False,12,8.75,20.44,-0.27,8.75,False
ALEMBICLTD,2023-12-02/2023-12-08,True,False,12,8.07,17.39,-5.56,8.07,False
ALKEM,2023-12-02/2023-12-08,True,False,12,6.61,15.1,-2.86,6.61,False
APTUS,2023-12-02/2023-12-08,True,True,3,-0.94,6.26,-2.71,3.52,False
BAJAJHLDNG,2023-12-02/2023-12-08,True,True,3,-3.88,4.83,-4.56,12.02,False
BDL,2023-12-02/2023-12-08,True,False,12,38.92,49.8,-0.83,38.92,False
CONCOR,2023-12-02/2023-12-08,True,True,2,-1.65,3.96,-3.54,15.55,False
ENIL,2023-12-02/2023-12-08,True,True,2,-7.4,2.43,-13.99,67.44,False
GSFC,2023-12-02/2023-12-08,True,False,12,-2.03,43.61,-6.86,-2.03,False
HEIDELBERG,2023-12-02/2023-12-08,True,True,12,-2.11,17.09,-2.73,-2.11,False
HINDCOPPER,2023-12-02/2023-12-08,True,False,12,46.02,64.66,-4.88,46.02,False
IBREALEST,2023-12-02/2023-12-08,True,False,12,32.09,41.37,-7.42,32.09,False
ICICIBANK,2023-12-02/2023-12-08,True,True,2,-1.27,3.63,-1.78,7.92,False
ICICIBANKN,2023-12-02/2023-12-08,False,False,2,-1.53,1.53,-3.5,,False
INDIACEM,2023-12-02/2023-12-08,True,True,2,-8.38,0.2,-12.12,-15.78,False
LTTS,2023-12-02/2023-12-08,True,False,12,6.29,14.17,-2.05,6.29,False
MADRASFERT,2023-12-02/2023-12-08,True,True,10,-3.01,20.73,-9.66,-5.78,False
MANGCHEFER,2023-12-02/2023-12-08,True,False,12,2.06,31.29,-7.49,2.06,False
MANYAVAR,2023-12-02/2023-12-08,True,True,2,-12.37,1.09,-14.19,-29.78,False
NHPC,2023-12-02/2023-12-08,True,False,12,40.94,81.73,-9.02,40.94,False
RBLBANK,2023-12-02/2023-12-08,True,True,6,-1.32,11.87,-4.02,-0.74,False
RCF,2023-12-02/2023-12-08,True,True,10,-2.04,23.56,-12.19,-6.18,False
SBILIFE,2023-12-02/2023-12-08,True,True,2,-4.84,1.82,-5.82,5.25,False
SHYAMMETL,2023-12-02/2023-12-08,True,False,12,29.16,41.91,-2.43,29.16,False
TATAPOWER,2023-12-02/2023-12-08,True,False,12,15.98,26.89,-3.9,15.98,False
AFFLE,2023-12-09/2023-12-15,True,True,8,-9.55,8.52,-10.06,-11.11,False
ALKEM,2023-12-09/2023-12-15,True,False,12,5.01,12.67,-4.9,5.01,False
CENTURYPLY,2023-12-09/2023-12-15,True,True,8,-3.44,11.92,-7.52,-12.06,False
CHALET,2023-12-09/2023-12-15,True,False,12,12.46,33.1,-6.19,12.46,False
CSLFINANCE,2023-12-09/2023-12-15,True,False,12,-11.11,5.44,-16.52,-11.11,False
ENGINERSIN,2023-12-09/2023-12-15,True,False,12,34.78,63.52,-12.0,34.78,False
EQUITASBNK,2023-12-09/2023-12-15,True,True,12,-10.28,7.87,-10.88,-10.28,False
FORTIS,2023-12-09/2023-12-15,True,False,12,0.35,18.63,-5.28,0.35,False
GALLANTT,2023-12-09/2023-12-15,True,False,12,239.1,261.67,-2.52,239.1,False
GICHSGFIN,2023-12-09/2023-12-15,True,False,12,-1.51,28.11,-10.73,-1.51,False
GODREJAGRO,2023-12-09/2023-12-15,True,True,8,-6.35,3.59,-7.68,-7.78,False
HEIDELBERG,2023-12-09/2023-12-15,True,True,9,-6.55,8.88,-7.8,-8.73,False
JKIL,2023-12-09/2023-12-15,True,False,12,31.85,46.82,-5.44,31.85,False
JMFINANCIL,2023-12-09/2023-12-15,True,True,12,-13.52,12.93,-24.88,-13.52,False
KARURVYSYA,2023-12-09/2023-12-15,True,False,12,4.01,19.82,-8.1,4.01,False
KIRIINDUS,2023-12-09/2023-12-15,True,False,12,3.8,25.9,-6.48,3.8,False
KITEX,2023-12-09/2023-12-15,True,False,12,-1.31,23.46,-7.77,-1.31,False
MANGCHEFER,2023-12-09/2023-12-15,True,False,12,-7.6,24.18,-12.49,-7.6,False
MASTEK,2023-12-09/2023-12-15,True,False,12,2.79,13.77,-5.66,2.79,False
NATIONALUM,2023-12-09/2023-12-15,True,False,12,47.23,53.77,-7.71,47.23,False
NAUKRI,2023-12-09/2023-12-15,True,False,12,-2.72,6.0,-7.05,-2.72,False
ONWARDTEC,2023-12-09/2023-12-15,True,True,2,-9.01,7.75,-11.03,-26.3,False
SAIL,2023-12-09/2023-12-15,True,False,12,24.06,33.93,-8.79,24.06,False
SATIA,2023-12-09/2023-12-15,True,True,6,-8.64,5.01,-10.77,-18.5,False
SCHNEIDER,2023-12-09/2023-12-15,True,False,12,74.85,124.14,-10.51,74.85,False
SFL,2023-12-09/2023-12-15,True,True,5,-9.35,0.0,-10.86,-21.19,False
STAR,2023-12-09/2023-12-15,True,False,12,40.39,44.34,-2.56,40.39,False
TEMBO,2023-12-09/2023-12-15,True,False,12,-3.82,13.36,-12.06,-3.82,False
TFCILTD,2023-12-09/2023-12-15,True,True,3,-2.14,11.24,-3.35,71.22,False
VAISHALI,2023-12-09/2023-12-15,True,True,8,-7.91,15.81,-8.96,-17.95,False
VRLLOG,2023-12-09/2023-12-15,True,True,4,-8.85,2.44,-9.85,-32.42,False
XPROINDIA,2023-12-09/2023-12-15,True,True,2,-9.61,6.71,-10.54,1.25,False
ZENSARTECH,2023-12-09/2023-12-15,True,False,12,-1.0,7.88,-13.05,-1.0,False
ARMANFIN,2023-12-16/2023-12-22,True,True,5,-10.04,1.44,-11.06,-28.54,False
ARTEMISMED,2023-12-16/2023-12-22,True,True,10,-5.21,6.17,-14.5,-15.18,False
ASTRAZEN,2023-12-16/2023-12-22,True,True,12,-5.05,35.5,-10.21,-5.05,False
BEML,2023-12-16/2023-12-22,True,False,12,0.09,48.02,-4.56,0.09,False
CASTROLIND,2023-12-16/2023-12-22,True,False,12,19.56,33.17,-0.42,19.56,False
ENDURANCE,2023-12-16/2023-12-22,True,False,12,-1.68,26.16,-6.63,-1.68,False
GALLANTT,2023-12-16/2023-12-22,True,False,12,134.27,177.63,-1.45,134.27,False
GESHIP,2023-12-16/2023-12-22,True,True,8,-7.21,2.24,-10.47,-2.37,False
GULFOILLUB,2023-12-16/2023-12-22,True,False,12,26.38,51.35,-1.2,26.38,False
HARRMALAYA,2023-12-16/2023-12-22,True,True,3,-11.83,1.07,-15.36,-12.07,False
HFCL,2023-12-16/2023-12-22,True,False,12,8.88,42.36,-3.02,8.88,False
HINDCOPPER,2023-12-16/2023-12-22,True,False,12,18.41,34.0,0.0,18.41,False
JKIL,2023-12-16/2023-12-22,True,False,12,5.72,26.55,-6.35,5.72,False
JKTYRE,2023-12-16/2023-12-22,True,False,12,14.39,43.88,-3.29,14.39,False
MASTEK,2023-12-16/2023-12-22,True,True,2,-2.16,2.14,-5.32,-6.13,False
PPLPHARMA,2023-12-16/2023-12-22,True,True,7,-3.86,5.52,-6.3,-18.2,False
REPRO,2023-12-16/2023-12-22,True,True,4,-11.08,1.38,-12.54,-23.19,False
RHIM,2023-12-16/2023-12-22,True,True,4,-7.91,0.49,-8.85,-35.58,False
RIIL,2023-12-16/2023-12-22,True,True,12,-6.28,21.97,-12.68,-6.28,False
RSYSTEMS,2023-12-16/2023-12-22,True,True,3,-6.18,2.98,-8.32,-20.54,False
SALASAR,2023-12-16/2023-12-22,True,True,6,-57.33,103.12,-60.81,-68.8,False
SANGAMIND,2023-12-16/2023-12-22,True,True,12,-13.9,39.22,-21.79,-13.9,False
SHYAMMETL,2023-12-16/2023-12-22,True,True,12,-8.38,19.97,-16.88,-8.38,False
TATACOFFEE,2023-12-16/2023-12-22,False,False,3,16.09,16.72,-0.34,,False
UNIDT,2023-12-16/2023-12-22,True,True,11,-9.66,7.75,-13.87,-22.06,False
VOLTAS,2023-12-16/2023-12-22,True,False,12,12.14,19.32,-0.21,12.14,False
ZYDUSLIFE,2023-12-16/2023-12-22,True,False,12,44.9,49.56,-1.8,44.9,False
3MINDIA,2023-12-23/2023-12-29,True,True,5,-11.17,1.35,-11.35,-16.95,False
5PAISA,2023-12-23/2023-12-29,True,True,9,-2.59,32.5,-6.54,-14.77,False
BBL,2023-12-23/2023-12-29,True,True,2,-3.88,11.98,-5.25,13.3,False
EVERESTIND,2023-12-23/2023-12-29,True,True,2,-4.92,3.79,-6.08,-20.24,False
OLECTRA,2023-12-23/2023-12-29,True,False,12,32.37,64.71,-1.6,32.37,False
SONACOMS,2023-12-23/2023-12-29,True,True,2,-6.29,3.71,-6.71,7.04,False
TATACOFFEE,2023-12-23/2023-12-29,False,False,2,6.17,6.74,-1.66,,False
ACE,2023-12-30/2024-01-05,True,False,12,56.13,63.0,-6.43,56.13,False
ARVSMART,2023-12-30/2024-01-05,True,False,12,45.62,51.91,-4.16,45.62,False
CENTURYTEX,2023-12-30/2024-01-05,True,True,2,-2.11,11.73,-4.61,13.9,False
COASTCORP,2023-12-30/2024-01-05,True,True,3,-8.55,8.3,-10.47,-27.23,False
EIHOTEL,2023-12-30/2024-01-05,True,False,12,61.69,74.73,-2.88,61.69,False
HERANBA,2023-12-30/2024-01-05,True,True,2,-7.38,1.16,-10.58,-32.13,False
INDTERRAIN,2023-12-30/2024-01-05,True,False,12,-3.52,16.45,-11.17,-3.52,False
JSL,2023-12-30/2024-01-05,True,True,2,-4.78,1.73,-8.93,13.49,False
KCP,2023-12-30/2024-01-05,True,True,10,-7.95,26.52,-16.73,-6.03,False
LEMONTREE,2023-12-30/2024-01-05,True,False,12,0.81,13.71,-5.68,0.81,False
OLECTRA,2023-12-30/2024-01-05,True,False,12,28.3,50.95,-0.13,28.3,False
OMAXAUTO,2023-12-30/2024-01-05,True,False,12,60.43,89.67,-9.42,60.43,False
PLASTIBLEN,2023-12-30/2024-01-05,True,True,2,-11.58,6.42,-13.61,-31.05,True
SALZERELEC,2023-12-30/2024-01-05,True,True,3,-5.73,5.35,-6.8,88.74,False
SBCL,2023-12-30/2024-01-05,True,True,2,-4.79,1.42,-9.29,-14.36,False
STERTOOLS,2023-12-30/2024-01-05,True,True,2,-5.67,2.17,-9.3,-26.13,False
SUVEN,2023-12-30/2024-01-05,True,False,12,5.97,38.04,-11.24,5.97,False
TVTODAY,2023-12-30/2024-01-05,True,True,2,-2.74,9.63,-4.6,-15.27,False
ABSLAMC,2024-01-06/2024-01-12,True,True,2,-8.38,0.42,-9.03,-5.7,False
ADSL,2024-01-06/2024-01-12,True,True,4,-9.18,14.41,-10.46,-13.13,False
AJMERA,2024-01-06/2024-01-12,True,False,12,57.45,65.59,-4.2,57.45,False
ALBERTDAVD,2024-01-06/2024-01-12,True,False,12,10.12,47.5,-8.21,10.12,False
ALICON,2024-01-06/2024-01-12,True,True,8,-5.09,10.74,-9.32,-10.07,False
APEX,2024-01-06/2024-01-12,True,True,5,-16.42,6.11,-23.99,-19.62,False
AVANTIFEED,2024-01-06/2024-01-12,True,True,2,-8.62,7.84,-9.73,-4.78,False
BIGBLOC,2024-01-06/2024-01-12,True,True,2,-10.56,0.56,-13.3,17.05,False
CHOICEIN,2024-01-06/2024-01-12,True,True,6,-46.56,5.29,-47.76,-45.85,True
DCW,2024-01-06/2024-01-12,True,True,8,-12.19,12.42,-13.74,-8.85,False
DHANBANK,2024-01-06/2024-01-12,True,False,12,7.4,48.43,-5.66,7.4,False
ELECON,2024-01-06/2024-01-12,True,True,9,-15.04,9.2,-23.09,-2.17,False
ENIL,2024-01-06/2024-01-12,True,False,12,17.65,52.39,-5.84,17.65,False
FIEMIND,2024-01-06/2024-01-12,True,True,7,-53.65,1.57,-54.47,-55.96,False
FSL,2024-01-06/2024-01-12,True,False,12,-3.94,5.18,-15.29,-3.94,False
GATEWAY,2024-01-06/2024-01-12,True,True,5,-6.85,4.02,-11.0,-3.42,False
GPPL,2024-01-06/2024-01-12,True,False,12,30.19,34.7,-8.55,30.19,False
HERCULES,2024-01-06/2024-01-12,True,False,12,32.05,39.73,-3.94,32.05,False
HTMEDIA,2024-01-06/2024-01-12,True,True,8,-12.56,13.02,-16.69,-13.63,True
HUHTAMAKI,2024-01-06/2024-01-12,True,True,9,-5.92,11.41,-13.35,-2.21,False
INDNIPPON,2024-01-06/2024-01-12,True,False,12,18.8,31.97,-10.72,18.8,False
JMA,2024-01-06/2024-01-12,True,False,12,6.07,36.6,-17.38,6.07,False
JSWENERGY,2024-01-06/2024-01-12,True,False,12,24.05,25.06,-6.48,24.05,False
KIRLOSIND,2024-01-06/2024-01-12,True,False,12,12.89,15.03,-2.97,12.89,False
KSL,2024-01-06/2024-01-12,True,False,12,55.63,78.88,-6.19,55.63,False
KTKBANK,2024-01-06/2024-01-12,True,True,2,-10.38,3.6,-15.27,-13.32,False
MANAKSTEEL,2024-01-06/2024-01-12,True,True,8,-11.88,79.83,-14.67,-4.62,False
MUNJALSHOW,2024-01-06/2024-01-12,True,True,9,-7.09,26.21,-14.83,2.29,False
NAZARA,2024-01-06/2024-01-12,True,True,3,-10.05,3.28,-11.05,-30.08,False
NCC,2024-01-06/2024-01-12,True,False,12,38.15,40.86,-5.78,38.15,False
OCCL,2024-01-06/2024-01-12,True,True,3,-16.37,0.59,-17.05,-22.32,False
POWERMECH,2024-01-06/2024-01-12,True,False,12,8.88,16.15,-7.81,8.88,False
SARLAPOLY,2024-01-06/2024-01-12,True,True,9,-13.75,17.0,-20.08,-7.75,False
SHK,2024-01-06/2024-01-12,True,True,3,-10.03,1.67,-13.1,14.04,False
TV18BRDCST,2024-01-06/2024-01-12,True,True,4,-28.8,5.53,-29.8,-32.9,True
VISAKAIND,2024-01-06/2024-01-12,True,False,12,13.23,66.93,-7.6,13.23,False
APOLLOPIPE,2024-01-13/2024-01-19,True,True,2,-9.05,0.4,-9.93,-11.9,False
ASTERDM,2024-01-13/2024-01-19,True,True,10,-6.34,13.48,-7.96,11.72,False
BANKINDIA,2024-01-13/2024-01-19,True,False,12,3.38,12.49,-10.4,3.38,False
FDC,2024-01-13/2024-01-19,True,False,12,2.49,10.93,-8.56,2.49,False
FILATEX,2024-01-13/2024-01-19,True,True,8,-12.09,26.62,-19.32,-3.25,False
GOACARBON,2024-01-13/2024-01-19,True,False,12,25.49,37.95,-9.77,25.49,True
INTELLECT,2024-01-13/2024-01-19,True,False,12,5.28,26.68,-8.5,5.28,True
JASH,2024-01-13/2024-01-19,True,True,3,-7.51,3.78,-10.66,-7.52,False
JKPAPER,2024-01-13/2024-01-19,True,True,3,-10.67,3.02,-11.57,-17.33,False
JMA,2024-01-13/2024-01-19,True,False,12,-0.27,35.42,-18.09,-0.27,False
JMFINANCIL,2024-01-13/2024-01-19,True,True,3,-6.49,3.47,-9.14,-25.59,False
LIBERTSHOE,2024-01-13/2024-01-19,True,True,3,-10.18,12.34,-14.11,3.53,False
MASFIN,2024-01-13/2024-01-19,True,True,5,-68.45,0.95,-68.57,-71.65,True
NRAIL,2024-01-13/2024-01-19,True,True,3,-11.0,3.86,-11.97,-6.48,True
PDMJEPAPER,2024-01-13/2024-01-19,True,False,12,13.38,37.93,-11.49,13.38,False
PNBHOUSING,2024-01-13/2024-01-19,True,True,2,-10.42,2.2,-15.22,-14.67,True
SHALPAINTS,2024-01-13/2024-01-19,True,True,2,-11.01,1.65,-11.81,-22.52,False
SHEMAROO,2024-01-13/2024-01-19,True,True,3,-9.54,24.8,-13.0,-19.11,False
SOUTHBANK,2024-01-13/2024-01-19,True,True,7,-4.64,28.48,-5.28,-9.28,True
STARPAPER,2024-01-13/2024-01-19,True,True,8,-13.0,10.92,-17.2,-6.86,False
TNPL,2024-01-13/2024-01-19,True,True,3,-12.87,5.33,-14.99,-14.99,False
VAIBHAVGBL,2024-01-13/2024-01-19,True,True,3,-10.9,5.33,-12.7,-28.38,False
ALLSEC,2024-01-20/2024-01-26,True,True,2,-12.58,0.74,-13.29,-11.39,False
ELGIEQUIP,2024-01-20/2024-01-26,True,False,12,6.77,22.29,-1.28,6.77,False
EMMBI,2024-01-20/2024-01-26,True,True,2,-15.33,1.31,-17.85,-23.25,False
IDBI,2024-01-20/2024-01-26,True,True,8,-3.5,17.08,-10.44,-0.36,True
JKCEMENT,2024-01-20/2024-01-26,True,True,7,-4.79,6.55,-6.2,-2.89,True
JOCIL,2024-01-20/2024-01-26,True,True,2,-16.06,1.56,-17.73,-29.66,False
MANGCHEFER,2024-01-20/2024-01-26,True,True,2,-16.26,1.13,-23.29,-26.37,False
MIDHANI,2024-01-20/2024-01-26,True,True,2,-9.11,8.2,-11.5,-18.72,False
OSWALAGRO,2024-01-20/2024-01-26,True,True,7,-12.27,32.88,-21.73,-3.72,False
PRECWIRE,2024-01-20/2024-01-26,True,True,2,-6.14,4.36,-9.13,-16.85,False
RITES,2024-01-20/2024-01-26,True,True,7,-9.17,20.58,-18.22,-5.79,True
SCI,2024-01-20/2024-01-26,True,True,7,-6.22,37.47,-10.38,-1.02,False
SHAREINDIA,2024-01-20/2024-01-26,True,True,6,-8.81,5.65,-11.91,-12.49,True
SOUTHBANK,2024-01-20/2024-01-26,True,True,5,-5.0,18.09,-10.0,-19.41,True
SWELECTES,2024-01-20/2024-01-26,True,False,12,63.67,63.67,-8.77,63.67,False
APARINDS,2024-01-27/2024-02-02,True,False,12,20.65,25.86,-12.65,20.65,True
BLUESTARCO,2024-01-27/2024-02-02,True,False,12,21.79,24.68,-4.59,21.79,True
BOSCHLTD,2024-01-27/2024-02-02,True,False,12,19.43,29.86,-1.77,19.43,False
CORDSCABLE,2024-01-27/2024-02-02,True,False,12,19.61,72.67,-0.62,19.61,True
DCW,2024-01-27/2024-02-02,True,True,2,-14.15,6.16,-17.52,-16.94,False
DRREDDY,2024-01-27/2024-02-02,True,True,11,-1.59,7.73,-2.62,3.53,True
ELGIEQUIP,2024-01-27/2024-02-02,True,False,12,7.23,17.74,-4.95,7.23,False
GODFRYPHLP,2024-01-27/2024-02-02,True,False,12,30.16,44.84,-10.21,30.16,True
GULFOILLUB,2024-01-27/2024-02-02,True,False,12,15.45,25.28,-9.17,15.45,True
INDIANB,2024-01-27/2024-02-02,True,True,2,-5.86,4.32,-12.16,-4.26,True
INDORAMA,2024-01-27/2024-02-02,True,True,2,-16.06,4.37,-21.14,-27.58,True
KITEX,2024-01-27/2024-02-02,True,True,4,-12.49,3.51,-14.34,-26.33,True
MAHABANK,2024-01-27/2024-02-02,True,False,12,17.04,20.16,-8.65,17.04,False
NAVA,2024-01-27/2024-02-02,True,True,7,-7.18,4.05,-15.94,-3.28,True
NCLIND,2024-01-27/2024-02-02,True,True,4,-9.11,4.53,-10.38,-16.58,True
NH,2024-01-27/2024-02-02,True,True,4,-3.61,7.44,-4.04,-5.15,False
PRICOLLTD,2024-01-27/2024-02-02,True,True,5,-14.57,6.08,-15.1,2.78,True
PSB,2024-01-27/2024-02-02,True,True,6,-12.91,15.67,-20.6,-7.46,True
RATEGAIN,2024-01-27/2024-02-02,True,True,3,-4.85,8.44,-10.38,-16.03,True
SHAREINDIA,2024-01-27/2024-02-02,True,True,5,-9.14,5.27,-12.23,-12.28,True
SPLPETRO,2024-01-27/2024-02-02,True,True,6,-5.46,22.54,-8.46,8.22,False
STARPAPER,2024-01-27/2024-02-02,True,True,3,-11.7,0.0,-16.65,-13.93,True
TIDEWATER,2024-01-27/2024-02-02,True,True,4,-9.97,1.42,-25.18,-1.77,False
UCOBANK,2024-01-27/2024-02-02,True,False,12,11.0,37.59,-7.89,11.0,True
VARROC,2024-01-27/2024-02-02,True,True,2,-13.12,4.46,-18.89,-15.01,True
WELENT,2024-01-27/2024-02-02,True,True,3,-11.94,3.55,-15.0,-6.78,True
ACE,2024-02-03/2024-02-09,True,False,12,32.37,52.2,-6.23,32.37,True
INGERRAND,2024-02-03/2024-02-09,True,False,12,17.52,19.51,-7.6,17.52,True
INTLCONV,2024-02-03/2024-02-09,True,True,4,-19.52,2.3,-21.16,-13.47,True
LUPIN,2024-02-03/2024-02-09,True,True,10,-3.34,6.45,-3.75,3.36,True
SANGHVIMOV,2024-02-03/2024-02-09,True,False,12,25.85,39.41,-8.06,25.85,True
SUPRIYA,2024-02-03/2024-02-09,True,False,12,18.69,22.58,-11.68,18.69,True
TRITURBINE,2024-02-03/2024-02-09,True,False,12,23.16,27.55,-10.21,23.16,True
ZYDUSLIFE,2024-02-03/2024-02-09,True,False,12,23.17,27.41,-0.83,23.17,True
BOSCHLTD,2024-02-10/2024-02-16,True,False,12,7.15,10.56,-1.68,7.15,True
MPHASIS,2024-02-10/2024-02-16,True,True,2,-7.19,0.62,-8.46,-20.88,False
SASKEN,2024-02-10/2024-02-16,True,True,3,-5.77,5.71,-6.63,-10.44,False
SHANKARA,2024-02-10/2024-02-16,True,True,2,-7.95,1.0,-10.78,-19.32,True
ACI,2024-02-17/2024-02-23,True,True,2,-12.91,6.04,-14.04,-21.38,False
BHAGERIA,2024-02-17/2024-02-23,True,True,2,-6.98,3.98,-10.96,-13.27,False
CAMS,2024-02-17/2024-02-23,True,True,2,-7.88,2.92,-8.5,5.2,False
DSSL,2024-02-17/2024-02-23,True,True,3,-11.42,4.63,-21.89,38.77,False
HARRMALAYA,2024-02-17/2024-02-23,True,True,2,-13.52,2.36,-15.12,-8.0,False
ICIL,2024-02-17/2024-02-23,True,True,2,-2.9,11.37,-11.77,19.63,False
INDIANHUME,2024-02-17/2024-02-23,True,True,2,-10.71,4.49,-11.83,3.3,False
JAGRAN,2024-02-17/2024-02-23,True,True,2,-13.58,1.97,-16.02,-26.69,False
RGL,2024-02-17/2024-02-23,True,True,2,-9.96,3.2,-12.94,-23.44,True
SUNDARMFIN,2024-02-17/2024-02-23,True,True,3,-10.12,1.77,-11.18,12.86,False
TARMAT,2024-02-17/2024-02-23,True,True,2,-33.73,7.14,-47.75,-47.45,True
THERMAX,2024-02-17/2024-02-23,True,True,3,-7.21,3.73,-8.61,31.6,False
ZOTA,2024-02-17/2024-02-23,True,True,2,-8.84,0.29,-10.01,-13.92,False
ABSLAMC,2024-02-24/2024-03-01,True,True,2,-7.92,2.05,-10.28,1.2,False
HAVELLS,2024-02-24/2024-03-01,True,True,2,-6.66,0.0,-8.18,19.01,False
INDUSTOWER,2024-02-24/2024-03-01,True,False,12,30.56,38.03,-14.42,30.56,False
KEC,2024-02-24/2024-03-01,True,True,2,-8.1,6.24,-8.66,7.74,False
PITTIENG,2024-02-24/2024-03-01,True,True,2,-9.76,2.04,-17.12,9.75,False
VGUARD,2024-02-24/2024-03-01,True,True,2,-7.68,1.6,-12.51,6.32,False
KAYNES,2024-03-02/2024-03-08,True,True,5,-19.66,0.13,-21.41,8.79,False
KIRLOSBROS,2024-03-02/2024-03-08,True,False,12,56.29,75.05,-13.27,56.29,False
PIDILITIND,2024-03-02/2024-03-08,True,False,12,3.29,8.45,-3.54,3.29,False
TCPLPACK,2024-03-02/2024-03-08,True,True,2,-11.9,0.0,-13.15,-13.89,False
CIGNITITEC,2024-03-09/2024-03-15,True,False,12,7.96,10.72,-5.44,7.96,False
TCS,2024-03-09/2024-03-15,True,True,5,-9.23,0.94,-9.83,-7.62,False
ANUP,2024-03-16/2024-03-22,True,True,5,-43.82,14.63,-45.8,-43.85,False
CGPOWER,2024-03-16/2024-03-22,True,True,2,-2.57,5.38,-4.25,30.45,False
DPABHUSHAN,2024-03-16/2024-03-22,True,False,12,50.05,75.19,-1.83,50.05,False
BSE,2024-03-30/2024-04-05,True,True,5,-8.24,13.05,-9.55,-10.57,False
JSWENERGY,2024-03-30/2024-04-05,True,True,5,-5.27,7.97,-13.59,22.01,False
JUBLPHARMA,2024-03-30/2024-04-05,True,False,12,14.18,19.62,-6.23,14.18,False
BHARTIARTL,2024-04-13/2024-04-19,True,True,2,-2.04,3.83,-3.52,9.91,False
ELECON,2024-04-13/2024-04-19,True,True,2,-11.14,0.81,-12.15,4.26,True
VSSL,2024-04-13/2024-04-19,True,False,12,20.84,36.71,-4.83,20.84,False
WABAG,2024-04-13/2024-04-19,True,True,3,-5.38,12.58,-6.65,40.06,False
CHAMBLFERT,2024-04-20/2024-04-26,True,True,2,-7.71,3.0,-10.23,15.13,False
