symbol,week,closed,stopped,weeks_held,rule_pct,mfe_pct,mae_pct,hold12_pct,near_results
MANGCHEFER,2024-11-23/2024-11-29,True,True,2,-4.96,2.41,-7.94,-12.42,False
PEL,2024-11-23/2024-11-29,True,True,3,-8.25,6.96,-8.55,-21.6,False
TIRUMALCHM,2024-11-23/2024-11-29,True,True,3,-11.41,5.15,-12.5,-38.75,False
AFFLE,2024-11-30/2024-12-06,True,True,2,-3.88,4.9,-5.34,-22.04,False
AGI,2024-11-30/2024-12-06,True,True,3,-7.77,7.65,-8.03,-47.66,False
HIMATSEIDE,2024-11-30/2024-12-06,True,True,3,-4.06,17.77,-5.52,-42.58,False
JINDALPOLY,2024-11-30/2024-12-06,True,True,2,-4.21,14.79,-5.55,-35.44,False
KEC,2024-11-30/2024-12-06,True,True,5,-19.23,4.62,-19.72,-43.2,False
LINCOLN,2024-11-30/2024-12-06,True,True,2,-12.67,5.33,-14.94,-43.97,False
RAMCOSYS,2024-11-30/2024-12-06,True,True,2,-11.29,6.71,-13.85,-40.76,False
ASHOKA,2024-12-07/2024-12-13,True,True,4,-7.96,8.1,-9.86,-35.81,False
GOKEX,2024-12-07/2024-12-13,True,True,2,-8.15,4.83,-9.68,-32.53,False
JISLJALEQS,2024-12-07/2024-12-13,True,True,2,-10.73,1.82,-13.25,-19.69,False
KPRMILL,2024-12-07/2024-12-13,True,True,2,-6.37,10.14,-6.69,-20.16,False
LUMAXTECH,2024-12-07/2024-12-13,True,True,5,-8.91,10.4,-10.77,-13.16,False
MUTHOOTFIN,2024-12-07/2024-12-13,True,True,2,-1.22,2.8,-3.59,4.02,False
NAM-INDIA,2024-12-07/2024-12-13,True,True,2,-5.65,1.94,-6.03,-31.75,False
PAGEIND,2024-12-07/2024-12-13,True,True,2,-3.72,2.27,-4.63,-17.8,False
RELIGARE,2024-12-07/2024-12-13,True,True,2,-7.18,4.92,-7.54,-22.7,False
STYRENIX,2024-12-07/2024-12-13,True,True,5,-10.33,1.6,-11.78,-13.21,False
SUNFLAG,2024-12-07/2024-12-13,True,True,2,-6.99,10.87,-9.05,-3.39,False
UNITEDTEA,2024-12-07/2024-12-13,True,True,5,-14.75,3.72,-17.79,-37.94,False
VIDHIING,2024-12-07/2024-12-13,True,True,4,-16.05,0.99,-17.27,-18.43,False
ZENTEC,2024-12-07/2024-12-13,True,True,6,-15.07,20.62,-16.02,-42.36,False
COROMANDEL,2024-12-14/2024-12-20,True,True,5,-1.47,7.37,-5.54,-2.41,False
GICRE,2024-12-14/2024-12-20,True,True,3,-14.25,3.56,-14.9,-23.24,False
HCG,2024-12-14/2024-12-20,True,False,12,-6.74,6.54,-14.24,-6.74,False
KPRMILL,2024-12-14/2024-12-20,True,True,3,-16.34,0.0,-18.17,-21.92,False
ZENTEC,2024-12-14/2024-12-20,True,True,4,-14.28,2.82,-18.98,-52.46,False
ZOTA,2024-12-14/2024-12-20,True,False,12,0.04,37.55,-3.5,0.04,False
IPCALAB,2024-12-28/2025-01-03,True,True,2,-10.58,1.74,-11.46,-12.98,False
KABRAEXTRU,2024-12-28/2025-01-03,True,True,2,-18.89,1.3,-20.84,-49.35,False
MUTHOOTFIN,2024-12-28/2025-01-03,True,False,12,7.04,9.4,-6.24,7.04,False
NAUKRI,2024-12-28/2025-01-03,True,True,2,-15.04,0.1,-20.94,-21.26,False
VARROC,2024-12-28/2025-01-03,True,True,3,-13.3,0.47,-14.02,-32.15,False
POKARNA,2025-01-04/2025-01-10,True,True,2,-15.6,6.69,-16.92,-35.58,False
AEROFLEX,2025-01-11/2025-01-17,True,True,4,-17.7,11.52,-20.46,-32.29,True
BAJFINANCE,2025-01-25/2025-01-31,True,False,12,15.02,21.94,-0.01,15.02,True
CHAMBLFERT,2025-02-01/2025-02-07,True,False,12,25.02,27.26,-8.94,25.02,True
AAVAS,2025-03-08/2025-03-14,True,True,8,-8.48,19.04,-10.79,2.43,False
SARDAEN,2025-03-08/2025-03-14,True,True,2,-5.72,3.37,-14.9,-20.02,False
ASTRAZEN,2025-03-15/2025-03-21,True,True,2,-8.25,5.15,-10.84,21.99,False
INDIGO,2025-03-15/2025-03-21,True,False,12,4.09,13.33,-8.32,4.09,False
KOTAKBANK,2025-03-15/2025-03-21,True,True,10,-1.2,9.61,-4.72,0.35,False
KSCL,2025-03-15/2025-03-21,True,False,12,2.44,24.67,-6.86,2.44,False
MUTHOOTFIN,2025-03-15/2025-03-21,True,True,3,-15.07,1.09,-17.26,9.42,False
MANGCHEFER,2025-04-05/2025-04-11,True,False,12,41.87,57.16,-0.47,41.87,False
PATANJALI,2025-04-12/2025-04-18,True,True,2,-5.8,0.55,-6.15,-16.07,False
NAZARA,2025-05-03/2025-05-09,True,False,12,20.13,28.79,-0.48,20.13,False
BEL,2025-05-10/2025-05-16,True,False,12,3.14,16.92,-3.86,3.14,True
BYKE,2025-05-10/2025-05-16,True,True,4,-24.83,7.06,-25.85,-31.76,False
CARERATING,2025-05-10/2025-05-16,True,False,12,9.32,28.58,-1.2,9.32,True
INDIAGLYCO,2025-05-10/2025-05-16,True,False,12,-0.53,22.17,-5.43,-0.53,True
NAZARA,2025-05-10/2025-05-16,True,True,3,-0.79,6.29,-2.62,11.54,False
SHREECEM,2025-05-10/2025-05-16,True,True,2,-6.39,0.96,-6.75,-3.8,True
SUVEN,2025-05-10/2025-05-16,True,False,12,4.59,42.34,-2.57,4.59,True
BAJAJHLDNG,2025-05-17/2025-05-23,True,False,12,2.06,6.42,-5.41,2.06,True
CARERATING,2025-05-17/2025-05-23,True,True,12,-5.83,13.59,-8.1,-5.83,True
IDBI,2025-05-17/2025-05-23,True,True,10,-4.31,12.81,-5.59,-7.32,False
KRBL,2025-05-17/2025-05-23,True,True,4,-6.19,5.22,-6.74,28.66,True
MFSL,2025-05-17/2025-05-23,True,False,12,8.43,13.08,-1.93,8.43,True
NAZARA,2025-05-17/2025-05-23,True,True,2,-5.85,0.4,-7.58,7.57,True
RPOWER,2025-05-17/2025-05-23,True,True,5,-13.44,44.59,-15.69,-12.25,False
VISHNU,2025-05-17/2025-05-23,True,True,11,-4.74,19.16,-6.45,-4.22,True
APOLLO,2025-05-24/2025-05-30,True,True,6,-4.71,17.32,-5.34,24.62,True
ENGINERSIN,2025-05-24/2025-05-30,True,True,2,-2.76,6.83,-6.63,-16.83,True
IDBI,2025-05-24/2025-05-30,True,True,2,-2.15,7.74,-2.8,-1.96,False
IWEL,2025-05-24/2025-05-30,True,True,2,-9.23,0.83,-10.44,,True
JKCEMENT,2025-05-24/2025-05-30,True,False,12,24.44,37.62,-1.56,24.44,True
LTFOODS,2025-05-24/2025-05-30,True,False,12,-1.43,17.88,-11.53,-1.43,False
LUMAXTECH,2025-05-24/2025-05-30,True,False,12,40.74,54.52,-0.69,40.74,True
MBAPL,2025-05-24/2025-05-30,True,False,12,27.0,32.86,-2.86,27.0,False
PGHL,2025-05-24/2025-05-30,True,False,12,14.26,16.02,-3.98,14.26,True
STYRENIX,2025-05-24/2025-05-30,True,True,8,-4.77,8.85,-6.34,-19.09,True
VENUSREM,2025-05-24/2025-05-30,True,True,3,-3.72,6.46,-5.35,56.48,True
VISHNU,2025-05-24/2025-05-30,True,True,5,-6.01,6.64,-7.16,-4.83,False
WELCORP,2025-05-24/2025-05-30,True,True,2,-2.63,6.88,-4.07,-4.34,True
ASTRAZEN,2025-05-31/2025-06-06,True,True,2,-10.39,7.99,-11.16,-14.54,True
FIEMIND,2025-05-31/2025-06-06,True,True,9,-4.87,8.17,-5.25,10.57,True
FORTIS,2025-05-31/2025-06-06,True,False,12,18.84,26.6,-3.23,18.84,False
HDFCAMC,2025-05-31/2025-06-06,True,False,12,7.05,16.16,-7.9,7.05,False
LTFOODS,2025-05-31/2025-06-06,True,True,2,-10.31,0.29,-12.94,-12.69,False
MCX,2025-05-31/2025-06-06,True,False,12,-2.36,20.43,-3.49,-2.36,False
PNBHOUSING,2025-05-31/2025-06-06,True,True,7,-9.54,2.23,-11.07,-32.53,False
STYRENIX,2025-05-31/2025-06-06,True,True,3,-3.62,6.0,-4.25,-18.95,False
UJJIVANSFB,2025-05-31/2025-06-06,True,True,7,-10.66,6.97,-11.53,-11.98,False
WELCORP,2025-05-31/2025-06-06,True,True,7,-8.28,2.8,-9.5,-12.88,True
AFFLE,2025-06-07/2025-06-13,True,True,6,-6.48,7.97,-7.07,0.15,False
DBL,2025-06-07/2025-06-13,True,True,6,-13.32,0.84,-13.98,-13.18,False
ERIS,2025-06-07/2025-06-13,True,False,12,-3.67,5.85,-12.03,-3.67,False
FEDFINA,2025-06-07/2025-06-13,True,False,12,16.57,23.61,-4.59,16.57,False
JUBLINGREA,2025-06-07/2025-06-13,True,False,12,-7.97,9.21,-12.56,-7.97,False
MAITHANALL,2025-06-07/2025-06-13,True,True,7,-10.36,4.64,-10.6,-9.55,False
MANAPPURAM,2025-06-07/2025-06-13,True,True,7,-11.15,2.11,-11.58,1.97,False
PSPPROJECT,2025-06-07/2025-06-13,True,True,8,-2.3,20.34,-11.44,0.76,False
SUBROS,2025-06-07/2025-06-13,True,True,8,-3.05,30.25,-3.68,14.75,False
SUDARSCHEM,2025-06-07/2025-06-13,True,False,12,14.28,23.42,-4.44,14.28,False
TNPETRO,2025-06-07/2025-06-13,True,False,12,11.51,38.18,-5.32,11.51,False
WOCKPHARMA,2025-06-07/2025-06-13,True,True,2,-8.39,4.33,-10.57,-17.4,False
ZEEL,2025-06-07/2025-06-13,True,True,6,-10.69,9.53,-11.04,-16.32,False
INTLCONV,2025-06-14/2025-06-20,True,True,6,-3.37,12.1,-4.0,7.62,False
ABBOTINDIA,2025-06-21/2025-06-27,True,True,3,-2.35,2.89,-3.33,-13.11,False
ALKYLAMINE,2025-06-21/2025-06-27,True,True,2,-1.27,7.77,-1.54,-8.17,False
ASKAUTOLTD,2025-06-21/2025-06-27,True,True,4,-4.09,4.72,-5.04,-2.51,False
GLENMARK,2025-06-21/2025-06-27,True,False,12,21.24,32.84,-0.26,21.24,False
HDFCLIFE,2025-06-21/2025-06-27,True,True,2,-6.18,1.45,-6.45,-3.31,False
HDFCNIFBAN,2025-06-21/2025-06-27,True,False,12,-3.57,0.59,-7.93,-3.57,False
HINDPETRO,2025-06-21/2025-06-27,True,True,3,-2.14,3.45,-2.73,-6.13,False
INDOBORAX,2025-06-21/2025-06-27,True,False,12,29.4,44.15,-0.14,29.4,False
LTF,2025-06-21/2025-06-27,True,True,5,-1.85,4.82,-3.02,20.38,False
MAHSEAMLES,2025-06-21/2025-06-27,True,True,2,-8.94,0.31,-9.27,-17.64,False
MAXHEALTH,2025-06-21/2025-06-27,True,True,2,-5.08,2.32,-5.37,-9.72,False
MGL,2025-06-21/2025-06-27,True,True,4,-8.66,5.05,-8.95,-10.98,False
NESCO,2025-06-21/2025-06-27,True,False,12,36.89,46.33,-0.44,36.89,False
PAGEIND,2025-06-21/2025-06-27,True,True,3,-4.22,1.84,-4.94,-10.72,False
SBILIFE,2025-06-21/2025-06-27,True,False,12,-0.23,3.58,-4.98,-0.23,False
SRF,2025-06-21/2025-06-27,True,True,4,-4.52,4.4,-4.74,-7.77,False
TITAN,2025-06-21/2025-06-27,True,True,2,-8.31,1.64,-8.43,-5.43,False
TVSMOTOR,2025-06-21/2025-06-27,True,True,2,-6.56,0.11,-6.85,19.72,False
APOLLOHOSP,2025-06-28/2025-07-04,True,True,5,-6.32,0.96,-6.73,-0.69,False
ASAHIINDIA,2025-06-28/2025-07-04,True,False,12,7.43,10.55,-5.09,7.43,False
BAYERCROP,2025-06-28/2025-07-04,True,True,5,-13.97,0.52,-15.31,-22.05,False
CSBBANK,2025-06-28/2025-07-04,True,True,6,-9.34,7.3,-15.19,-13.16,False
INDNIPPON,2025-06-28/2025-07-04,True,False,12,20.79,30.36,-3.28,20.79,False
INDOBORAX,2025-06-28/2025-07-04,True,False,12,21.96,39.13,-1.59,21.96,False
JKLAKSHMI,2025-06-28/2025-07-04,True,True,3,-3.56,4.21,-4.28,-13.32,False
KARURVYSYA,2025-06-28/2025-07-04,True,True,3,-3.84,2.2,-4.39,-24.12,False
LAURUSLABS,2025-06-28/2025-07-04,True,False,12,7.02,21.38,-2.12,7.02,False
MGL,2025-06-28/2025-07-04,True,True,3,-10.98,0.77,-11.26,-20.15,False
UDAICEMENT,2025-06-28/2025-07-04,False,False,7,5.01,9.86,-2.0,,False
ZOTA,2025-06-28/2025-07-04,True,False,12,19.28,29.72,-4.61,19.28,False
ASHAPURMIN,2025-07-05/2025-07-11,True,False,12,46.84,51.32,-1.74,46.84,False
CARTRADE,2025-07-05/2025-07-11,True,False,12,31.12,44.62,-3.79,31.12,False
DATAMATICS,2025-07-05/2025-07-11,True,False,12,20.93,52.6,-1.9,20.93,False
GLENMARK,2025-07-05/2025-07-11,True,True,3,-4.71,4.42,-5.36,-8.75,False
INDIASHLTR,2025-07-05/2025-07-11,True,True,2,-2.8,5.17,-3.9,-8.69,False
LEMONTREE,2025-07-05/2025-07-11,True,True,3,-3.55,4.33,-4.07,13.75,False
MEDANTA,2025-07-05/2025-07-11,True,False,12,1.83,11.62,-1.62,1.83,False
TCI,2025-07-05/2025-07-11,True,True,3,-6.62,3.4,-7.73,-2.41,False
AADHARHFC,2025-07-12/2025-07-18,True,False,12,-0.87,5.35,-5.58,-0.87,True
BIOCON,2025-07-12/2025-07-18,True,True,2,-4.19,1.16,-4.51,-11.6,False
DATAMATICS,2025-07-12/2025-07-18,True,False,12,14.44,45.1,-2.38,14.44,False
DECCANCE,2025-07-12/2025-07-18,True,True,2,-3.66,4.09,-4.09,-4.99,False
FEDFINA,2025-07-12/2025-07-18,True,False,12,23.79,32.42,-3.54,23.79,False
GLAND,2025-07-12/2025-07-18,True,True,3,-4.7,4.98,-5.17,-5.25,False
HDFCAMC,2025-07-12/2025-07-18,True,True,4,-1.77,2.42,-3.33,-1.25,True
MASFIN,2025-07-12/2025-07-18,True,True,2,-9.25,2.37,-11.08,-9.31,True
PEL,2025-07-12/2025-07-18,True,True,2,-9.72,2.21,-10.26,,False
SAGCEM,2025-07-12/2025-07-18,True,True,3,-15.25,4.41,-15.8,-6.3,True
SUMICHEM,2025-07-12/2025-07-18,True,True,3,-5.32,9.1,-6.0,-13.42,False
TEGA,2025-07-12/2025-07-18,True,False,12,-0.32,8.92,-8.93,-0.32,False
AUTOAXLES,2025-07-19/2025-07-25,True,True,2,-12.6,2.77,-12.96,-10.4,False
DATAMATICS,2025-07-19/2025-07-25,True,True,9,-2.98,27.34,-4.5,-3.98,False
DPABHUSHAN,2025-07-19/2025-07-25,True,True,4,-5.19,2.65,-6.39,-17.51,True
GLOBUSSPR,2025-07-19/2025-07-25,True,True,2,-5.65,5.77,-8.61,-9.3,False
SHANTIGEAR,2025-07-19/2025-07-25,True,True,10,-9.98,2.92,-11.66,-12.03,True
SHYAMMETL,2025-07-19/2025-07-25,True,True,5,-7.15,2.67,-7.92,-5.85,True
SPIC,2025-07-19/2025-07-25,True,True,2,-13.27,6.31,-13.68,-9.5,False
UPL,2025-07-19/2025-07-25,True,True,9,-10.62,2.21,-11.03,-7.01,True
APCOTEXIND,2025-07-26/2025-08-01,True,True,3,-8.44,0.7,-9.3,-17.23,True
CARTRADE,2025-07-26/2025-08-01,True,False,12,16.77,26.38,-6.63,16.77,True
GMMPFAUDLR,2025-07-26/2025-08-01,True,True,3,-12.92,0.56,-13.64,-15.75,True
GODIGIT,2025-07-26/2025-08-01,True,True,7,-4.3,3.64,-5.9,-3.49,True
NUVOCO,2025-07-26/2025-08-01,True,True,8,-0.83,12.78,-1.71,-2.01,False
RADICO,2025-07-26/2025-08-01,True,False,12,12.39,19.48,-10.27,12.39,True
STARCEMENT,2025-07-26/2025-08-01,True,False,12,2.66,26.36,-0.13,2.66,True
SUDARSCHEM,2025-07-26/2025-08-01,True,True,6,-3.03,8.96,-3.55,-15.34,True
SUMICHEM,2025-07-26/2025-08-01,True,True,4,-10.42,5.22,-11.87,-18.05,True
CUMMINSIND,2025-08-02/2025-08-08,True,False,12,14.11,15.57,-2.03,14.11,True
FORTIS,2025-08-02/2025-08-08,True,False,12,13.8,22.84,-0.44,13.8,True
HEROMOTOCO,2025-08-02/2025-08-08,True,False,12,20.44,24.2,-1.39,20.44,True
MEDANTA,2025-08-02/2025-08-08,True,True,5,-6.87,2.41,-7.31,-7.63,True
ORICONENT,2025-08-02/2025-08-08,True,False,12,-2.3,15.92,-10.19,-2.3,True
STARCEMENT,2025-08-02/2025-08-08,True,True,7,-2.67,18.83,-3.08,-1.19,True
APOLLOHOSP,2025-08-09/2025-08-15,True,True,2,-3.06,1.66,-3.36,-2.65,True
MUTHOOTFIN,2025-08-09/2025-08-15,True,True,2,-5.79,0.25,-6.99,15.36,True
DMART,2025-08-16/2025-08-22,True,True,3,-2.08,4.98,-3.22,-14.02,False
GPIL,2025-08-16/2025-08-22,True,False,12,15.77,21.34,-3.29,15.77,False
KAMATHOTEL,2025-08-16/2025-08-22,True,True,11,-9.24,7.3,-10.72,-22.86,False
LEMONTREE,2025-08-16/2025-08-22,True,True,11,-4.58,5.96,-5.59,-8.21,False
MAHEPC,2025-08-16/2025-08-22,True,True,2,-8.72,3.63,-10.28,-25.17,False
MARUTI,2025-08-16/2025-08-22,True,False,12,8.91,15.69,-0.84,8.91,False
RAMCOIND,2025-08-16/2025-08-22,True,False,12,1.4,29.28,-1.2,1.4,False
ROHLTD,2025-08-16/2025-08-22,True,True,12,-11.49,23.66,-12.47,-11.49,True
SHAILY,2025-08-16/2025-08-22,True,False,12,23.66,25.88,-2.0,23.66,True
SHREDIGCEM,2025-08-16/2025-08-22,True,True,2,-3.56,14.57,-4.09,-4.16,False
TVSMOTOR,2025-08-16/2025-08-22,True,False,12,2.31,12.39,-2.18,2.31,False
UNOMINDA,2025-08-16/2025-08-22,True,True,7,-4.31,8.41,-4.55,2.54,False
ASIANENE,2025-08-23/2025-08-29,True,True,3,-7.2,4.47,-10.88,-18.59,False
AMRUTANJAN,2025-08-30/2025-09-05,True,True,3,-6.07,2.43,-7.24,-11.81,False
ASIANENE,2025-08-30/2025-09-05,True,True,3,-14.33,0.0,-14.95,-23.88,False
CGPOWER,2025-08-30/2025-09-05,True,True,7,-2.58,7.34,-3.2,-9.43,False
EICHERMOT,2025-08-30/2025-09-05,True,False,12,7.35,10.87,-0.02,7.35,False
INDNIPPON,2025-08-30/2025-09-05,True,True,11,-9.11,18.91,-9.3,-7.36,False
KAYNES,2025-08-30/2025-09-05,True,True,7,-4.23,10.32,-4.77,-21.4,False
M&M,2025-08-30/2025-09-05,True,True,3,-5.26,3.87,-5.39,4.81,False
SAGCEM,2025-08-30/2025-09-05,True,True,3,-14.38,0.51,-14.77,-26.43,False
ADANIPOWER,2025-09-06/2025-09-12,True,True,2,-77.72,10.13,-78.35,-78.1,False
EICHERMOT,2025-09-06/2025-09-12,True,True,9,-2.62,3.6,-2.98,4.84,False
EVINDIA,2025-09-06/2025-09-12,True,True,8,-3.27,1.51,-5.53,-1.23,False
MARUTI,2025-09-06/2025-09-12,True,False,12,6.07,8.53,-0.66,6.07,False
NLCINDIA,2025-09-06/2025-09-12,True,True,10,-6.65,11.1,-7.13,-8.97,False
RAMCOIND,2025-09-06/2025-09-12,True,True,2,-1.56,9.66,-2.07,-15.04,False
SANGHVIMOV,2025-09-06/2025-09-12,True,True,2,-0.33,9.26,-1.36,-17.75,False
SMSPHARMA,2025-09-06/2025-09-12,True,True,2,-14.1,5.29,-14.93,8.19,False
TVSHLTD,2025-09-06/2025-09-12,True,True,2,-5.81,1.85,-6.37,8.16,False
AADHARHFC,2025-09-13/2025-09-19,True,True,4,-6.58,1.6,-7.08,-9.32,False
ACCELYA,2025-09-13/2025-09-19,True,True,5,-4.69,1.81,-5.8,-12.67,False
ADANIPOWER,2025-09-13/2025-09-19,True,False,12,-2.5,23.28,-8.91,-2.5,False
CAPLIPOINT,2025-09-13/2025-09-19,True,True,4,-15.17,1.11,-16.79,-16.18,False
GESHIP,2025-09-13/2025-09-19,True,False,12,4.37,10.92,-8.64,4.37,False
HARIOMPIPE,2025-09-13/2025-09-19,True,True,2,-14.37,1.81,-15.3,-36.54,False
HERITGFOOD,2025-09-13/2025-09-19,True,True,9,-11.98,2.33,-12.54,-10.18,False
MIRZAINT,2025-09-13/2025-09-19,True,True,6,-12.86,1.07,-15.34,-5.51,False
PRSMJOHNSN,2025-09-13/2025-09-19,True,True,2,-5.17,1.77,-8.45,-22.82,False
PSUBANKADD,2025-09-13/2025-09-19,True,False,12,11.6,17.74,-2.01,11.6,False
RADICO,2025-09-13/2025-09-19,True,False,12,5.34,17.36,-6.75,5.34,False
SANSERA,2025-09-13/2025-09-19,True,True,2,-6.3,1.67,-8.76,13.65,False
USHAMART,2025-09-13/2025-09-19,True,False,12,3.92,17.24,-3.18,3.92,False
VARROC,2025-09-13/2025-09-19,True,True,3,-3.94,5.25,-6.8,3.03,False
ATL,2025-09-20/2025-09-26,True,True,2,-5.14,9.19,-7.43,-28.62,False
HINDCOPPER,2025-09-20/2025-09-26,True,False,12,22.86,23.9,-2.2,22.86,False
MUNJALAU,2025-09-20/2025-09-26,True,True,2,-5.66,9.72,-6.04,-24.64,False
ONMOBILE,2025-09-20/2025-09-26,True,True,6,-7.0,7.27,-7.14,-13.83,False
TATAINVEST,2025-09-20/2025-09-26,True,True,3,-89.93,34.16,-89.98,-91.98,False
HEROMOTOCO,2025-09-27/2025-10-03,True,True,5,-4.18,3.44,-4.97,1.99,False
JKPAPER,2025-09-27/2025-10-03,True,True,2,-5.45,0.54,-6.59,-14.13,False
NSIL,2025-09-27/2025-10-03,True,True,5,-15.38,5.95,-15.78,-20.59,False
PRECWIRE,2025-09-27/2025-10-03,True,True,2,-4.56,5.87,-5.05,13.23,False
PTCIL,2025-09-27/2025-10-03,True,False,12,10.84,15.06,-7.71,10.84,False
SURYODAY,2025-09-27/2025-10-03,True,True,2,-8.84,0.0,-10.05,-7.41,False
TVSSRICHAK,2025-09-27/2025-10-03,True,False,12,10.34,28.39,-0.72,10.34,False
VSSL,2025-09-27/2025-10-03,True,True,2,-7.2,0.17,-11.15,-6.34,False
AVALON,2025-10-04/2025-10-10,True,True,2,-7.62,3.97,-8.49,-26.32,False
FORTIS,2025-10-04/2025-10-10,True,True,2,-2.33,3.98,-2.55,-13.87,False
GMBREW,2025-10-04/2025-10-10,True,False,12,35.64,47.94,-0.98,35.64,True
MALLCOM,2025-10-04/2025-10-10,True,True,5,-12.4,4.83,-12.93,-19.34,False
MCLEODRUSS,2025-10-04/2025-10-10,True,True,2,-10.7,4.78,-11.16,-22.39,False
MOLDTECH,2025-10-04/2025-10-10,True,True,2,-7.18,5.72,-7.92,-27.68,False
SOUTHBANK,2025-10-04/2025-10-10,True,False,12,12.67,21.57,-8.06,12.67,True
UNIPARTS,2025-10-04/2025-10-10,True,False,12,4.65,14.53,-3.58,4.65,False
MCX,2025-10-11/2025-10-17,True,True,11,-76.43,19.31,-76.71,-76.7,False
MTARTECH,2025-10-11/2025-10-17,True,False,12,18.23,20.53,-7.13,18.23,False
MUFIN,2025-10-11/2025-10-17,True,False,12,20.73,29.85,-3.28,20.73,False
RBLBANK,2025-10-11/2025-10-17,True,True,9,-0.68,9.82,-2.75,1.19,True
UNIPARTS,2025-10-11/2025-10-17,True,True,12,-18.19,2.07,-19.91,-18.19,False
ABDL,2025-10-18/2025-10-24,True,True,10,-5.69,13.3,-6.49,-23.11,False
AUBANK,2025-10-18/2025-10-24,True,False,12,19.23,19.76,-0.55,19.23,True
BANKINDIA,2025-10-18/2025-10-24,True,False,12,17.25,17.43,-0.34,17.25,True
DCBBANK,2025-10-18/2025-10-24,True,False,12,18.19,19.81,-3.03,18.19,True
SCI,2025-10-18/2025-10-24,True,True,4,-11.37,1.83,-11.72,-22.11,False
UJJIVANSFB,2025-10-18/2025-10-24,True,False,12,15.02,15.78,-4.71,15.02,True
ABCAPITAL,2025-10-25/2025-10-31,True,False,12,6.69,13.4,-0.94,6.69,True
BANKBARODA,2025-10-25/2025-10-31,True,False,12,4.09,10.14,-1.41,4.09,True
BANKINDIA,2025-10-25/2025-10-31,True,False,12,13.6,19.82,-2.73,13.6,False
CANBK,2025-10-25/2025-10-31,True,False,12,10.27,15.57,-0.8,10.27,True
CHENNPETRO,2025-10-25/2025-10-31,True,True,4,-5.7,13.54,-8.39,-13.31,True
ECLERX,2025-10-25/2025-10-31,True,False,12,-8.78,4.62,-12.43,-8.78,True
GRAPHITE,2025-10-25/2025-10-31,True,True,2,-8.78,2.51,-17.1,-2.67,False
HINDPETRO,2025-10-25/2025-10-31,True,True,4,-4.98,2.69,-5.97,-13.84,True
IOC,2025-10-25/2025-10-31,True,True,4,-3.14,4.49,-3.29,-6.57,True
KIRLOSENG,2025-10-25/2025-10-31,True,False,12,10.51,34.23,-5.75,10.51,False
LT,2025-10-25/2025-10-31,True,True,12,-7.1,4.09,-7.69,-7.1,True
MUFIN,2025-10-25/2025-10-31,True,True,2,-11.5,2.72,-12.89,-8.51,False
NAVINFLUOR,2025-10-25/2025-10-31,True,True,10,-0.03,9.18,-4.56,3.84,True
PNB,2025-10-25/2025-10-31,True,True,6,-4.3,3.82,-6.47,-2.4,False
PSPPROJECT,2025-10-25/2025-10-31,True,True,3,-4.63,10.74,-5.04,-25.85,False
RPEL,2025-10-25/2025-10-31,True,True,12,-12.44,34.32,-13.02,-12.44,True
SBILIFE,2025-10-25/2025-10-31,True,False,12,2.7,8.18,-0.26,2.7,True
SBIN,2025-10-25/2025-10-31,True,False,12,9.67,12.44,-0.13,9.67,True
SHRIRAMFIN,2025-10-25/2025-10-31,True,False,12,31.56,34.45,-0.56,31.56,True
SUPRIYA,2025-10-25/2025-10-31,True,True,3,-4.49,6.99,-5.07,-7.96,False
TATASTEEL,2025-10-25/2025-10-31,True,True,2,-4.46,0.93,-5.64,2.86,False
VAIBHAVGBL,2025-10-25/2025-10-31,True,True,3,-11.2,5.31,-11.85,-18.81,True
3MINDIA,2025-11-01/2025-11-07,True,True,3,-0.63,4.39,-0.93,-1.91,True
CCL,2025-11-01/2025-11-07,True,True,2,-1.63,5.86,-2.26,-4.37,True
CUB,2025-11-01/2025-11-07,True,False,12,18.71,19.87,-2.9,18.71,True
GPPL,2025-11-01/2025-11-07,True,True,11,-8.35,10.55,-8.84,-7.71,True
LTF,2025-11-01/2025-11-07,True,True,2,-5.03,1.4,-5.2,-5.81,False
PENIND,2025-11-01/2025-11-07,True,True,2,-10.99,1.89,-13.42,-31.47,True
PRIVISCL,2025-11-01/2025-11-07,True,True,2,-6.8,2.06,-7.28,-16.57,True
SHRIRAMFIN,2025-11-01/2025-11-07,True,False,12,24.09,25.22,-2.2,24.09,True
UPL,2025-11-01/2025-11-07,True,True,11,-6.33,8.29,-10.47,-6.15,True
AIAENG,2025-11-08/2025-11-14,True,False,12,5.14,13.89,-2.01,5.14,True
AUROPHARMA,2025-11-08/2025-11-14,True,True,4,-2.24,2.24,-5.07,-2.58,True
BHARATFORG,2025-11-08/2025-11-14,True,False,12,11.09,14.05,-3.89,11.09,True
BIOCON,2025-11-08/2025-11-14,True,True,4,-6.34,3.02,-8.96,-11.42,True
CARYSIL,2025-11-08/2025-11-14,True,True,3,-7.67,5.02,-7.88,-8.14,True
DATAPATTNS,2025-11-08/2025-11-14,True,True,2,-4.48,3.38,-5.95,-12.42,True
INDIGOPNTS,2025-11-08/2025-11-14,True,True,3,-4.87,3.63,-6.83,-22.32,True
LUMAXTECH,2025-11-08/2025-11-14,True,False,12,3.01,18.85,-14.78,3.01,True
TORNTPHARM,2025-11-08/2025-11-14,True,False,12,2.07,6.43,-4.84,2.07,True
